Bug ID,Product,Component,Severity,Priority,Resolution,Summary,text
135055,Platform,UI,major,P3,FIXED,Save action state is not refreshed when Properties View is active for a selection in Common Navigator,"Product: Platform
Component: UI
Severity: major
Priority: P3
Summary: Save action state is not refreshed when Properties View is active for a selection in Common Navigator
Resolution: FIXED"
88931,JDT,Debug,normal,P2,FIXED,VariableClasspathEntry cannot be compared,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: VariableClasspathEntry cannot be compared
Resolution: FIXED"
211578,JDT,UI,major,P3,FIXED,[build path] Dialog to extend classpath variable slow,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: [build path] Dialog to extend classpath variable slow
Resolution: FIXED"
32811,Platform,Ant,normal,P2,FIXED,Setting ANT_HOME for specific config does not update classpath,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Setting ANT_HOME for specific config does not update classpath
Resolution: FIXED"
69289,Platform,Text,normal,P3,FIXED,[implementation] AnnotationModel not thread-safe,"Product: Platform
Component: Text
Severity: normal
Priority: P3
Summary: [implementation] AnnotationModel not thread-safe
Resolution: FIXED"
130129,Platform,Ant,normal,P3,FIXED,Intermittent failure saving Ant build script,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Intermittent failure saving Ant build script
Resolution: FIXED"
100760,JDT,UI,normal,P3,FIXED,[formatter] Project specific formatter dialog shows wrong default profile,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [formatter] Project specific formatter dialog shows wrong default profile
Resolution: FIXED"
132177,Platform,CVS,normal,P2,FIXED,[Model Compare] Compare doesn't detect files whose contents are equal,"Product: Platform
Component: CVS
Severity: normal
Priority: P2
Summary: [Model Compare] Compare doesn't detect files whose contents are equal
Resolution: FIXED"
197000,Platform,Debug,enhancement,P2,FIXED,[launching] Auto Launch Configuration deletion should be resource specific,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P2
Summary: [launching] Auto Launch Configuration deletion should be resource specific
Resolution: FIXED"
127150,JDT,Debug,normal,P3,FIXED,Dialog missing help button,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Dialog missing help button
Resolution: FIXED"
117516,JDT,Debug,normal,P3,FIXED,Make JDT .java agnostic,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Make JDT .java agnostic
Resolution: FIXED"
32798,Platform,Compare,normal,P3,FIXED,No mnemonic for ComparePreferencePage.useSingleLine.label,"Product: Platform
Component: Compare
Severity: normal
Priority: P3
Summary: No mnemonic for ComparePreferencePage.useSingleLine.label
Resolution: FIXED"
403121,PDE,UI,normal,P3,FIXED,Broken problem category managements in PDE UI,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Broken problem category managements in PDE UI
Resolution: FIXED"
137511,Platform,Debug,normal,P3,FIXED,Launch Dialogs won't close,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Launch Dialogs won't close
Resolution: FIXED"
1603,JDT,Debug,major,P2,FIXED,Evaluate actions of the Display view evaluate on empty selection (1GENSR6),"Product: JDT
Component: Debug
Severity: major
Priority: P2
Summary: Evaluate actions of the Display view evaluate on empty selection (1GENSR6)
Resolution: FIXED"
98872,Platform,Ant,normal,P3,FIXED,Incorrect stack representation with same named targets in subbuilds,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Incorrect stack representation with same named targets in subbuilds
Resolution: FIXED"
47866,Platform,Compare,normal,P3,FIXED,Internal error in synchronize perspective,"Product: Platform
Component: Compare
Severity: normal
Priority: P3
Summary: Internal error in synchronize perspective
Resolution: FIXED"
407436,Platform,Compare,major,P3,FIXED,'Overwrite' causes NPE in Compare editor,"Product: Platform
Component: Compare
Severity: major
Priority: P3
Summary: 'Overwrite' causes NPE in Compare editor
Resolution: FIXED"
173898,Platform,Debug,major,P2,FIXED,[logical structures] Stepping with logical structure expanded results in blank labels,"Product: Platform
Component: Debug
Severity: major
Priority: P2
Summary: [logical structures] Stepping with logical structure expanded results in blank labels
Resolution: FIXED"
76507,Platform,UI,normal,P2,FIXED,[Encoding] properties dialog show BOM when there is no BOM,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Encoding] properties dialog show BOM when there is no BOM
Resolution: FIXED"
289926,PDE,UI,normal,P3,FIXED,Enable spell check between <description> tag for XML source pages,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Enable spell check between <description> tag for XML source pages
Resolution: FIXED"
44690,Platform,Text,blocker,P2,FIXED,Impossible to open java file in external source path ...,"Product: Platform
Component: Text
Severity: blocker
Priority: P2
Summary: Impossible to open java file in external source path ...
Resolution: FIXED"
77548,Platform,UI,major,P1,FIXED,[Encodings] Cannot open the project's preferences page when running on a 1.5 VM,"Product: Platform
Component: UI
Severity: major
Priority: P1
Summary: [Encodings] Cannot open the project's preferences page when running on a 1.5 VM
Resolution: FIXED"
351956,JDT,UI,enhancement,P2,FIXED,[1.7][clean up][quick assist] Remove unnecessary type arguments (was: Suggest to use <> where applicable),"Product: JDT
Component: UI
Severity: enhancement
Priority: P2
Summary: [1.7][clean up][quick assist] Remove unnecessary type arguments (was: Suggest to use <> where applicable)
Resolution: FIXED"
108498,JDT,Debug,normal,P3,FIXED,Toggle watchpoint for field in external source,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Toggle watchpoint for field in external source
Resolution: FIXED"
17095,JDT,Debug,normal,P1,FIXED,ResourceException when closed projects in workspace,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: ResourceException when closed projects in workspace
Resolution: FIXED"
113899,Platform,Ant,normal,P3,FIXED,Ant node hyperlink does not function if dir attribute is relative,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: Ant node hyperlink does not function if dir attribute is relative
Resolution: FIXED"
231757,JDT,Text,normal,P3,FIXED,[implementation] NPE in JavaEditor.handlePreferenceStoreChanged at startup,"Product: JDT
Component: Text
Severity: normal
Priority: P3
Summary: [implementation] NPE in JavaEditor.handlePreferenceStoreChanged at startup
Resolution: FIXED"
223844,JDT,Debug,normal,P3,FIXED,Step into Selection hyperlink does not use stored region,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Step into Selection hyperlink does not use stored region
Resolution: FIXED"
125147,Platform,UI,critical,P3,FIXED,[WorkingSets] Deadlock on startup,"Product: Platform
Component: UI
Severity: critical
Priority: P3
Summary: [WorkingSets] Deadlock on startup
Resolution: FIXED"
25650,Platform,Ant,normal,P2,FIXED,Add action to ant view to search for build files,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Add action to ant view to search for build files
Resolution: FIXED"
193179,Platform,Debug,enhancement,P3,FIXED,Should there be an 'add' button in the expression view toolbar?,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P3
Summary: Should there be an 'add' button in the expression view toolbar?
Resolution: FIXED"
65095,Platform,UI,normal,P1,FIXED,MessageDialogWithToggle returns wrong value for yes_to_all,"Product: Platform
Component: UI
Severity: normal
Priority: P1
Summary: MessageDialogWithToggle returns wrong value for yes_to_all
Resolution: FIXED"
431001,Platform,UI,normal,P3,FIXED,[CSS] [dark theme] Disabled text controls look blurry,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [CSS] [dark theme] Disabled text controls look blurry
Resolution: FIXED"
317068,JDT,Text,major,P3,FIXED,[breadcrumb] BreadcrumbItems not disposed when editor closed,"Product: JDT
Component: Text
Severity: major
Priority: P3
Summary: [breadcrumb] BreadcrumbItems not disposed when editor closed
Resolution: FIXED"
88454,JDT,Debug,normal,P2,FIXED,Should avoid explicit checks for [I]FileEditorInput,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Should avoid explicit checks for [I]FileEditorInput
Resolution: FIXED"
84220,Platform,UI,normal,P3,FIXED,[Dialogs] TwoPaneElementSelector: can't set sorter / initial order is not kept,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Dialogs] TwoPaneElementSelector: can't set sorter / initial order is not kept
Resolution: FIXED"
306524,JDT,Core,normal,P3,FIXED,ASTRewriteAnalyzer uses wrong starting offset in case of comments before a node,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: ASTRewriteAnalyzer uses wrong starting offset in case of comments before a node
Resolution: FIXED"
405814,Platform,Releng,normal,P2,FIXED,"update Orbit URL to pick up ""near M7"" content","Product: Platform
Component: Releng
Severity: normal
Priority: P2
Summary: update Orbit URL to pick up ""near M7"" content
Resolution: FIXED"
438724,Platform,Debug,normal,P3,FIXED,[flex] REVEAL delta does not always work reliably,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: [flex] REVEAL delta does not always work reliably
Resolution: FIXED"
11076,Platform,Debug,normal,P1,FIXED,Deleted configs remain in favorite list,"Product: Platform
Component: Debug
Severity: normal
Priority: P1
Summary: Deleted configs remain in favorite list
Resolution: FIXED"
83762,Platform,Text,normal,P3,FIXED,[misc] MarkerAnnotationPreferences unnecessarily reprocesses org.eclipse.ui.editors.markerAnnotationSpecification,"Product: Platform
Component: Text
Severity: normal
Priority: P3
Summary: [misc] MarkerAnnotationPreferences unnecessarily reprocesses org.eclipse.ui.editors.markerAnnotationSpecification
Resolution: FIXED"
389879,Platform,UI,normal,P2,FIXED,[Graphics] Splash screen for Kepler,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Graphics] Splash screen for Kepler
Resolution: FIXED"
1717,JDT,Debug,normal,P2,FIXED,Debug Model & Model Presentation issues (1GK295E),"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Debug Model & Model Presentation issues (1GK295E)
Resolution: FIXED"
267359,Platform,UI,normal,P2,FIXED,[Commands] The platform hangs upon shutdown when an Action Handler dispose method throws an exception,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Commands] The platform hangs upon shutdown when an Action Handler dispose method throws an exception
Resolution: FIXED"
434485,Platform,UI,major,P3,FIXED,[CSS] Theme-specific colors override user-configured colors on restart,"Product: Platform
Component: UI
Severity: major
Priority: P3
Summary: [CSS] Theme-specific colors override user-configured colors on restart
Resolution: FIXED"
260802,Platform,Debug,minor,P3,FIXED,Retargetable debug actions do not enable when an adapter is first loaded.,"Product: Platform
Component: Debug
Severity: minor
Priority: P3
Summary: Retargetable debug actions do not enable when an adapter is first loaded.
Resolution: FIXED"
76506,Platform,UI,normal,P2,FIXED,[Preferences] UIPreferenceInitializer aggressively accesses instance preferences,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Preferences] UIPreferenceInitializer aggressively accesses instance preferences
Resolution: FIXED"
217558,Platform,UI,normal,P3,FIXED,[DataBinding] Databinding -  BeansObservables.observeList() - error when external code modifies observed list.,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [DataBinding] Databinding -  BeansObservables.observeList() - error when external code modifies observed list.
Resolution: FIXED"
277556,JDT,Text,normal,P3,FIXED,[preferences] Syntax Coloring Preview Window is showing colors to incorrect char set for classes element,"Product: JDT
Component: Text
Severity: normal
Priority: P3
Summary: [preferences] Syntax Coloring Preview Window is showing colors to incorrect char set for classes element
Resolution: FIXED"
184090,Platform,UI,major,P1,FIXED,Test Status Handler should only be enabled when running the test suites,"Product: Platform
Component: UI
Severity: major
Priority: P1
Summary: Test Status Handler should only be enabled when running the test suites
Resolution: FIXED"
395597,PDE,UI,major,P3,FIXED,[product] Cannot remove the version in Eclipse 4.3 Integration build,"Product: PDE
Component: UI
Severity: major
Priority: P3
Summary: [product] Cannot remove the version in Eclipse 4.3 Integration build
Resolution: FIXED"
25731,Platform,UI,major,P2,FIXED,[Navigator] Replacing linking with explicit synchronize action on views,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: [Navigator] Replacing linking with explicit synchronize action on views
Resolution: FIXED"
24915,JDT,UI,minor,P2,FIXED,Use Supertype Where Possible: should update UI when checkbox changes [refactoring],"Product: JDT
Component: UI
Severity: minor
Priority: P2
Summary: Use Supertype Where Possible: should update UI when checkbox changes [refactoring]
Resolution: FIXED"
